Time,AnomalyScore,latitude,longitude,CellName,KpiName,Value,Vendor
2023-11-19T00:00:00.000Z,1,17.0497,54.3887,ND0006134F1C,(M) Abnormal Release Rate(%),30.67,ericsson
2023-12-25T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),28.67,ericsson
2023-12-27T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),32.19,ericsson
2024-01-06T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),28.85,ericsson
2024-01-07T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),42.28,ericsson
2024-01-08T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),45.81,ericsson
2024-01-10T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),41.98,ericsson
2024-01-21T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),51.27,ericsson
2024-01-22T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),41.17,ericsson
2024-01-24T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1B,(M) Abnormal Release Rate(%),29.25,ericsson
2023-11-10T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),72.13,ericsson
2023-11-11T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),86.01,ericsson
2023-11-12T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),84.32,ericsson
2023-11-13T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),82.33,ericsson
2023-11-16T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),54.4,ericsson
2023-11-20T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),40.16,ericsson
2023-11-22T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),54.52,ericsson
2023-12-01T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),33.61,ericsson
2023-12-04T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),28.87,ericsson
2023-12-05T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),75.03,ericsson
2023-12-06T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),72.59,ericsson
2023-12-07T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),80.85,ericsson
2023-12-08T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),51.63,ericsson
2023-12-09T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),88.15,ericsson
2023-12-11T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),35.45,ericsson
2023-12-14T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),69.74,ericsson
2023-12-16T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),41.25,ericsson
2023-12-17T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),55.54,ericsson
2023-12-18T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),59.97,ericsson
2023-12-19T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),84.43,ericsson
2023-12-22T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),39.09,ericsson
2023-12-29T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),46.12,ericsson
2023-12-30T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),65.92,ericsson
2023-12-31T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),48.5,ericsson
2024-01-01T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),45.42,ericsson
2024-01-02T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.5,ericsson
2024-01-07T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.82,ericsson
2024-01-10T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),50.58,ericsson
2024-01-11T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),72.88,ericsson
2024-01-14T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),70.63,ericsson
2024-01-15T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),36.47,ericsson
2024-01-16T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),41.93,ericsson
2024-01-19T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),29.46,ericsson
2024-01-21T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),58.54,ericsson
2024-01-22T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.93,ericsson
2024-01-23T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.69,ericsson
2024-01-25T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.17,ericsson
2024-01-28T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),29.71,ericsson
2024-01-29T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),39.26,ericsson
2024-01-30T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.4,ericsson
2024-02-01T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),32.27,ericsson
2024-02-04T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),30.29,ericsson
2024-02-05T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),28.98,ericsson
2024-02-06T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),28.7,ericsson
2024-02-07T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),45.42,ericsson
2024-02-08T00:00:00.000Z,1,17.83653,52.65685,ND0007126F1C,(M) Abnormal Release Rate(%),41.36,ericsson
2023-11-10T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),83.17,ericsson
2023-11-11T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),78.18,ericsson
2023-11-12T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),73.36,ericsson
2023-11-13T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),70.67,ericsson
2023-11-16T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),65.02,ericsson
2023-11-18T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),48.74,ericsson
2023-11-20T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),51.16,ericsson
2023-11-22T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),68.35,ericsson
2023-11-23T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),30.62,ericsson
2023-11-23T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),30.62,ericsson
2023-12-01T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),48.85,ericsson
2023-12-03T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),68.26,ericsson
2023-12-04T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),38.67,ericsson
2023-12-05T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),79.15,ericsson
2023-12-06T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),72.42,ericsson
2023-12-07T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),79.15,ericsson
2023-12-08T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),51.58,ericsson
2023-12-09T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),86.12,ericsson
2023-12-10T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),29.95,ericsson
2023-12-11T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),64.99,ericsson
2023-12-12T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),39.37,ericsson
2023-12-13T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),69.78,ericsson
2023-12-14T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),55.32,ericsson
2023-12-15T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),45.69,ericsson
2023-12-16T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),31.18,ericsson
2023-12-17T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),37.69,ericsson
2023-12-18T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),66.76,ericsson
2023-12-19T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),66.6,ericsson
2023-12-20T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),35.09,ericsson
2023-12-21T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),66.69,ericsson
2023-12-22T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),60.08,ericsson
2023-12-23T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),66.48,ericsson
2023-12-24T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),72.02,ericsson
2023-12-27T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),35.94,ericsson
2023-12-28T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),32.97,ericsson
2023-12-29T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),37.99,ericsson
2023-12-30T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),56.21,ericsson
2023-12-31T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),45.25,ericsson
2024-01-01T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),41.24,ericsson
2024-01-02T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),28.95,ericsson
2024-01-06T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),57.06,ericsson
2024-01-07T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),57.16,ericsson
2024-01-08T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),67.18,ericsson
2024-01-09T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),76.13,ericsson
2024-01-10T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),63.34,ericsson
2024-01-11T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),62.34,ericsson
2024-01-12T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),73.4,ericsson
2024-01-14T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),67.37,ericsson
2024-01-15T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),51.46,ericsson
2024-01-18T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),51.19,ericsson
2024-01-20T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),30.26,ericsson
2024-01-21T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),74.75,ericsson
2024-01-22T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),52.33,ericsson
2024-01-23T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),55.81,ericsson
2024-01-24T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),55.3,ericsson
2024-02-02T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),58.53,ericsson
2024-02-03T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),75.68,ericsson
2024-02-04T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),73.86,ericsson
2024-02-05T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),57.39,ericsson
2024-02-06T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),39.88,ericsson
2024-02-07T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),41.83,ericsson
2024-02-08T00:00:00.000Z,1,17.83653,52.65685,ND0007134F1C,(M) Abnormal Release Rate(%),29.77,ericsson
2023-12-05T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),44.37,ericsson
2023-12-06T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),63.86,ericsson
2023-12-07T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),38.65,ericsson
2023-12-10T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),54.63,ericsson
2023-12-11T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),51.3,ericsson
2023-12-12T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),68.82,ericsson
2023-12-13T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),78.01,ericsson
2023-12-14T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),65.53,ericsson
2023-12-16T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),73.44,ericsson
2023-12-17T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),86.45,ericsson
2023-12-18T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),73.06,ericsson
2023-12-19T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),71.54,ericsson
2023-12-28T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),57.31,ericsson
2023-12-29T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),74.23,ericsson
2023-12-30T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),83.84,ericsson
2023-12-31T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),81.11,ericsson
2024-01-01T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),69.21,ericsson
2024-01-02T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),67.47,ericsson
2024-01-03T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),36.13,ericsson
2024-01-17T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),32.92,ericsson
2024-01-25T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),56.83,ericsson
2024-01-26T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),29.46,ericsson
2024-01-28T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),76.89,ericsson
2024-01-29T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),80.09,ericsson
2024-01-30T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),41.91,ericsson
2024-02-06T00:00:00.000Z,1,17.25417,54.09019,ND0011134F1C,(M) Abnormal Release Rate(%),28.74,ericsson
2024-01-25T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1A,(M) Abnormal Release Rate(%),49.86,ericsson
2023-12-02T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),73.1,ericsson
2023-12-03T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),49.38,ericsson
2023-12-05T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),43.98,ericsson
2023-12-06T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),43.37,ericsson
2023-12-07T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),75.59,ericsson
2023-12-08T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),29.24,ericsson
2023-12-09T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),30.14,ericsson
2023-12-10T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),56.28,ericsson
2023-12-11T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),80.32,ericsson
2023-12-12T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),77.15,ericsson
2023-12-13T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),81.05,ericsson
2023-12-14T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),58.46,ericsson
2023-12-15T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),62.51,ericsson
2023-12-16T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),35.6,ericsson
2023-12-17T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),41.62,ericsson
2023-12-18T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),46.1,ericsson
2023-12-19T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),60.9,ericsson
2023-12-20T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),73.77,ericsson
2023-12-21T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),92.03,ericsson
2023-12-22T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),68.34,ericsson
2023-12-23T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),71.99,ericsson
2023-12-24T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),71.4,ericsson
2023-12-25T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),85.77,ericsson
2023-12-28T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),63.07,ericsson
2023-12-29T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),48.95,ericsson
2023-12-30T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),47.99,ericsson
2023-12-31T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),73.35,ericsson
2024-01-02T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),81.37,ericsson
2024-01-03T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),72.68,ericsson
2024-01-04T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),73.25,ericsson
2024-01-05T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),50.29,ericsson
2024-01-06T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),61.52,ericsson
2024-01-07T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),76.73,ericsson
2024-01-08T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),73.02,ericsson
2024-01-09T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),89.31,ericsson
2024-01-10T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),34.35,ericsson
2024-01-11T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),45.27,ericsson
2024-01-13T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),41.01,ericsson
2024-01-14T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),38.69,ericsson
2024-01-15T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),35.43,ericsson
2024-01-16T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),44.96,ericsson
2024-01-17T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),61.81,ericsson
2024-01-18T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),51.01,ericsson
2024-01-19T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),39.43,ericsson
2024-01-20T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),41.97,ericsson
2024-01-21T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),42.89,ericsson
2024-01-22T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),49.09,ericsson
2024-01-23T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),42.26,ericsson
2024-01-24T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),28.94,ericsson
2024-01-25T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),39.18,ericsson
2024-01-27T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),38.12,ericsson
2024-01-28T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),29.84,ericsson
2024-01-29T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),53.36,ericsson
2024-01-30T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),42.15,ericsson
2024-01-31T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),41.27,ericsson
2024-02-01T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),30.79,ericsson
2024-02-02T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),45.17,ericsson
2024-02-03T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),36.11,ericsson
2024-02-04T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),48.12,ericsson
2024-02-05T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),60.87,ericsson
2024-02-06T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),68.14,ericsson
2024-02-07T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),53.26,ericsson
2024-02-08T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),28.46,ericsson
2024-02-10T00:00:00.000Z,1,17.08597,52.95934,ND0013134F1C,(M) Abnormal Release Rate(%),53.57,ericsson
2023-12-21T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),28.44,ericsson
2023-12-23T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),31.79,ericsson
2023-12-24T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),34.03,ericsson
2023-12-25T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),32.41,ericsson
2023-12-26T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),33.04,ericsson
2024-01-23T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),31.5,ericsson
2024-01-24T00:00:00.000Z,1,17.83599,52.62535,ND0014134F1C,(M) Abnormal Release Rate(%),29.34,ericsson
2023-12-15T00:00:00.000Z,1,17.85837,52.69004,ND0015134F1B,(M) Abnormal Release Rate(%),34.2,ericsson
2023-12-16T00:00:00.000Z,1,17.85837,52.69004,ND0015134F1B,(M) Abnormal Release Rate(%),28.84,ericsson
2024-01-19T00:00:00.000Z,1,17.85837,52.69004,ND0015134F1B,(M) Abnormal Release Rate(%),32.73,ericsson
2024-01-21T00:00:00.000Z,1,17.85837,52.69004,ND0015134F1B,(M) Abnormal Release Rate(%),28.51,ericsson
2024-01-23T00:00:00.000Z,1,17.85837,52.69004,ND0015134F1B,(M) Abnormal Release Rate(%),29.58,ericsson
