device,Lat,Long,Month,year,Monthly_consumption,Water&Space_Heating_consumption,Water&Space_Heating_consumption_pct,Cooling_consumption,Cooling_consumption_pct,Laundry_consumption,Laundry_consumption_pct,Refrigeration_consumption,Refrigeration_consumption_pct,Entertainment_consumption,Entertainment_consumption_pct,Always_On_consumption,Always_On_consumption_pct,Others_consumption,Others_consumption_pct
SM000001,24.7166,46.6721,1,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,2,2021,7,0,0,0,0,0,0,0,0,0,0,7,100,0,0
SM000001,24.7166,46.6721,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,4,2021,13,0,0,0,0,0,0,0,0,0,0,13,100,0,0
SM000001,24.7166,46.6721,5,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,6,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,9,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,10,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,11,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000001,24.7166,46.6721,12,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000002,24.7126,46.7056,1,2021,526441,169632.914,32.22258791,0,0,32538.7787,6.180897517,38998.82437,7.408014264,67122.41929,12.75022639,112106.2527,21.2951219,106041.811,20.14315202
SM000002,24.7126,46.7056,2,2021,662666,280186.4745,42.28170368,0,0,29082.63707,4.388732344,49508.16174,7.471058081,81587.07782,12.31194566,113026.4875,17.05632815,109275.1614,16.49023209
SM000002,24.7126,46.7056,3,2021,133405,0,0,38497,28.85723923,9279.64,6.955991155,15753.23307,11.80857769,30737.18381,23.04050359,18417.39539,13.80562602,20720.54773,15.53206232
SM000002,24.7126,46.7056,4,2021,161,0,0,0,0,0,0,0,0,0,0,161,100,0,0
SM000002,24.7126,46.7056,5,2021,42,0,0,0,0,0,0,0,0,0,0,42,100,0,0
SM000002,24.7126,46.7056,6,2021,3,0,0,0,0,0,0,0,0,0,0,3,100,0,0
SM000002,24.7126,46.7056,7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000002,24.7126,46.7056,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000002,24.7126,46.7056,9,2021,1331703,0,0,844693.0777,63.4295393,26277,1.973187715,40242.66442,3.021894854,24553.81137,1.843790347,321676.8,24.15529589,74259.64658,5.576291905
SM000002,24.7126,46.7056,10,2021,2911360,0,0,1948474.775,66.92661763,37091.53,1.274027602,67109.19067,2.305080466,217566.7823,7.473029178,546441.2429,18.76927769,94676.47916,3.251967436
SM000002,24.7126,46.7056,11,2021,2096215,0,0,1308712.752,62.43218143,50622.4,2.414943124,71007.16783,3.38739909,384940.8657,18.36361564,280931.8147,13.40186072,0,0
SM000002,24.7126,46.7056,12,2021,1889819,0,0,1132410.655,59.92164621,50646.85,2.679984168,55607.89618,2.942498524,312924.5647,16.55844103,333724.527,17.65907354,4504.506943,0.238356527
SM000003,24.7665,46.6763,1,2021,2101481,992507.3826,47.22894866,0,0,45114.72164,2.146806069,64180.75991,3.054072814,280765.0435,13.36034175,507055.3546,24.12847676,211857.7375,10.08135393
SM000003,24.7665,46.6763,2,2021,406139,85649.50972,21.08871833,0,0,9238.478233,2.27470847,26931.82102,6.631183172,152628.0765,37.58025615,98260.93598,24.19391784,33430.17853,8.231216045
SM000003,24.7665,46.6763,3,2021,3522250,0,0,1832082.689,52.01455573,37523.47,1.065326709,71376.44069,2.02644448,334835.5947,9.506298381,860923.4808,24.44242972,385508.3244,10.94494498
SM000003,24.7665,46.6763,4,2021,3692152,0,0,1916306.749,51.90216298,40586.91,1.099275165,92829.04272,2.514225924,189413.2868,5.130159506,894401.3369,24.224391,558614.6754,15.12978543
SM000003,24.7665,46.6763,5,2021,3676883,0,0,1921918.165,52.27031061,26637.4,0.724456013,74929.84018,2.037863054,375718.18,10.21838824,887185.239,24.12873184,390494.1758,10.62025025
SM000003,24.7665,46.6763,6,2021,5242030,0,0,2840096.191,54.17931968,37102.44,0.707787632,62225.25326,1.187044966,635366.7295,12.12062368,1264206.799,24.11674102,403032.5864,7.68848302
SM000003,24.7665,46.6763,7,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000003,24.7665,46.6763,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM000003,24.7665,46.6763,9,2021,1196723,0,0,578291.5886,48.32292758,21881.82,1.828478269,42824.32962,3.57846633,40174.50442,3.357042893,292558.6125,24.44664408,220992.1448,18.46644084
SM000003,24.7665,46.6763,10,2021,2554907,0,0,1370707.458,53.64999423,33521.53,1.312045018,45503.83873,1.78103699,63811.13179,2.497591176,625036.8,24.46417032,416326.2414,16.29516226
SM000003,24.7665,46.6763,11,2021,1830217,0,0,861911.288,47.09339319,39519.04,2.15925434,66152.46952,3.614460445,90308.97564,4.934331592,445805.8267,24.35808578,326519.4,17.84047465
SM000003,24.7665,46.6763,12,2021,1422545,0,0,545566.6126,38.35144847,44044.55,3.096179734,71527.10894,5.028108702,209967.9351,14.7600206,345150.2255,24.2628687,206288.5679,14.5013738
SM000004,24.7811,46.67,1,2021,646384,277961.8808,43.002593,0,0,41445.11562,6.411841199,66063.47344,10.22046855,143747.2299,22.2386739,53920.02346,8.341794268,63246.27684,9.784629082
SM000004,24.7811,46.67,2,2021,509112,200638.5419,39.40950947,0,0,45412.21576,8.919887129,62360.5849,12.24889315,95553.72324,18.76870379,49943.74284,9.809971645,55203.19141,10.84303482
SM000004,24.7811,46.67,3,2021,829850,0,0,493353.6046,59.45093747,38139.01,4.595892029,63547.67063,7.657729786,66816.0179,8.051577743,33959.17728,4.092206697,134034.5197,16.15165628
SM000004,24.7811,46.67,4,2021,959616,0,0,586812.8654,61.15080047,42167.68,4.394224356,52278.95417,5.447903554,71182.7328,7.417835134,47558.4,4.955982393,159615.3676,16.6332541
SM000004,24.7811,46.67,5,2021,1225330,0,0,750633.1978,61.2596768,38027.66,3.103462741,72923.61888,5.95134526,72724.49644,5.935094745,61162.61616,4.991521971,229858.4108,18.75889848
SM000004,24.7811,46.67,6,2021,996137,0,0,610851.9599,61.3220832,31368,3.14896445,66822.79371,6.708193121,49650.91078,4.984345605,57672.13505,5.789578647,179771.2005,18.04683497
SM000004,24.7811,46.67,7,2021,998113,0,0,614191.7648,61.53529358,31649.09,3.170892474,69774.89214,6.990680629,50103.53432,5.019825843,47731.2,4.782143906,184662.5187,18.50116357
SM000004,24.7811,46.67,8,2021,888679,0,0,548346.5578,61.7035575,27887.3,3.138062225,65761.15756,7.399877521,57976.10021,6.523851718,48307.2,5.435843539,140400.6845,15.7988075
SM000004,24.7811,46.67,9,2021,847428,0,0,501426.2988,59.17037186,30834.29,3.638573425,58385.19213,6.889693536,55083.28421,6.500054779,51033.6,6.022175335,150665.3348,17.77913106
SM000004,24.7811,46.67,10,2021,801638,0,0,442405.6401,55.18770818,34356.64,4.285804815,68965.97957,8.603132532,67426.52211,8.411093549,44966.4,5.609314928,143516.8182,17.902946
SM000004,24.7811,46.67,11,2021,537508,0,0,285952.8124,53.19973142,28242.13,5.254271564,60680.53574,11.28923397,59571.31491,11.08287038,20951.56659,3.897907863,82109.64036,15.2759848
SM000004,24.7811,46.67,12,2021,552181,0,0,340938.1708,61.74391563,31601.28,5.722993004,59442.27963,10.76499909,76438.32141,13.8429829,26968.26435,4.883953694,16792.68385,3.041155681
SM000005,24.6835,46.7099,1,2021,1947424,702969.537,36.09740544,0,0,49058.64818,2.519155982,66540.51042,3.416847611,154728.8705,7.945309832,475618.7393,24.42296795,498507.6943,25.59831317
SM000005,24.6835,46.7099,2,2021,296843,138641.6275,46.70537202,0,0,9927.831736,3.344472242,7209.232962,2.428634989,33052.19253,11.13457031,72409.45931,24.39318404,35602.65596,11.99376639
SM000005,24.6835,46.7099,3,2021,2564801,0,0,1323951.154,51.62003423,35543.35,1.385813168,63446.90194,2.47375535,146499.9089,5.711940572,519827.1653,20.26773872,475532.5198,18.54071797
SM000005,24.6835,46.7099,4,2021,2993594,0,0,1797098.211,60.03146088,44632.37,1.490929298,72761.79045,2.43058312,80146.3488,2.677261806,449241.6,15.00676444,549713.6798,18.36300045
SM000005,24.6835,46.7099,5,2021,3122555,0,0,1668193.526,53.42399175,43703.58,1.399609615,51103.39845,1.636589218,69533.14585,2.226802918,706787.3389,22.63490439,583234.0113,18.67810211
SM000005,24.6835,46.7099,6,2021,3921503,0,0,2371665.563,60.47848397,42806.02,1.091571777,61821.09614,1.576464334,80626.5408,2.056011198,758150.4,19.33315874,606433.3798,15.46430998
SM000005,24.6835,46.7099,7,2021,4604013,0,0,2603875.953,56.55665944,32359.44,0.702852924,76281.39163,1.656845705,76965.504,1.67170475,967699.2,21.01860268,846831.5118,18.39333451
SM000005,24.6835,46.7099,8,2021,4478558,0,0,2764904.651,61.7364931,38881.88,0.868178552,91123.0466,2.034651479,84950.80807,1.896833938,1081340.566,24.14483783,417357.049,9.319005114
SM000005,24.6835,46.7099,9,2021,3973360,0,0,2284884.321,57.50509194,38731.13,0.97477022,68973.60566,1.735901244,97061.49221,2.442806396,964227.6851,24.26731243,519481.7665,13.07411779
SM000005,24.6835,46.7099,10,2021,3877413,0,0,2105496.924,54.30159037,39334,1.014439267,67758.69979,1.747523408,123848.2282,3.194094315,942286.704,24.30194318,598688.4447,15.44040949
SM000005,24.6835,46.7099,11,2021,2824727,0,0,1597872.631,56.56732954,43842.01,1.552079546,57293.59381,2.028287824,96781.66701,3.426230818,592396.8,20.97182489,436540.2985,15.45424738
SM000005,24.6835,46.7099,12,2021,2246408,0,0,1157967.812,51.54752887,46115.91,2.052873298,72261.62537,3.216763178,132720.48,5.908119985,496089.6,22.08368204,341252.5721,15.19103262
SM000006,24.7136,46.6874,1,2021,500393,175808.5553,35.13409566,0,0,32103.85326,6.415727891,64473.58445,12.8845896,139351.2464,27.84836046,50479.14418,10.08789975,38176.61649,7.629326647
SM000006,24.7136,46.6874,2,2021,430969,156671.2045,36.35324222,0,0,28914.16629,6.709105827,48323.33821,11.2127179,105145.0728,24.39736334,53238.7979,12.35327782,38676.4203,8.974292885
SM000006,24.7136,46.6874,3,2021,582183,0,0,235549.3726,40.45967893,36794.96,6.320170805,55710.51017,9.569243721,105525.6568,18.12585678,40745.75315,6.998787864,107856.7473,18.52626191
SM000006,24.7136,46.6874,4,2021,1363003,0,0,841195.8484,61.71636074,40106.74,2.942527639,53723.69815,3.941568591,82456.2048,6.049598189,93811.2,6.882684778,251709.3087,18.46726006
SM000006,24.7136,46.6874,5,2021,1778669,0,0,1208177.102,67.9259099,47031.38,2.64418956,50822.72331,2.857345763,70254.3552,3.949827382,119654.4,6.727187577,282729.0391,15.89553982
SM000006,24.7136,46.6874,6,2021,1846835,0,0,1296745.32,70.21446527,50258.59,2.721336232,43571.18613,2.359235456,53499.3792,2.896814236,109785.6,5.944526717,292974.925,15.86362209
SM000006,24.7136,46.6874,7,2021,2138132,0,0,1375030.232,64.30988506,50070.99,2.341810047,58247.73509,2.724234757,70754.62989,3.30917969,168806.4,7.895041092,415222.0134,19.41984935
SM000006,24.7136,46.6874,8,2021,1940788,0,0,1295824.25,66.76794424,38689.23,1.993480483,51108.22949,2.63337518,63040.85558,3.248209262,146611.2,7.554209939,345514.2353,17.80278089
SM000006,24.7136,46.6874,9,2021,1767236,0,0,1172825.367,66.36495446,43786.21,2.477666254,57184.40837,3.235810518,58651.54105,3.318829011,117772.8,6.664237261,317015.6739,17.93850249
SM000006,24.7136,46.6874,10,2021,1870792,0,0,1262423.862,67.48071736,45685.99,2.442066782,46695.78973,2.496043907,74004.47495,3.955783163,139968,7.481751044,302013.8833,16.14363774
SM000006,24.7136,46.6874,11,2021,1406680,0,0,853488.6655,60.67397457,42726.82,3.037422868,38792.56887,2.757739419,95925.8862,6.819311158,119500.8,8.495237012,256245.2594,18.21631497
SM000006,24.7136,46.6874,12,2021,1126800,0,0,595107.9853,52.81398521,44997.58,3.993395456,54342.40293,4.822719464,125981.5063,11.18046737,107136,9.50798722,199234.5255,17.68144529
SM000007,24.7973,46.7039,1,2021,2216,0,0,0,0,0,0,0,0,0,0,2216,100,0,0
SM000007,24.7973,46.7039,2,2021,2598,0,0,0,0,0,0,0,0,0,0,2598,100,0,0
SM000007,24.7973,46.7039,3,2021,968,0,0,0,0,0,0,0,0,0,0,968,100,0,0
SM000007,24.7973,46.7039,4,2021,537,0,0,0,0,0,0,0,0,0,0,537,100,0,0
SM000007,24.7973,46.7039,5,2021,50,0,0,0,0,0,0,0,0,0,0,50,100,0,0
SM000007,24.7973,46.7039,6,2021,1471432,0,0,1176599.314,79.96287387,33959.89,2.307948312,54270.01584,3.68824491,58372.56,3.967057941,100531.2,6.832201556,47699.01987,3.241673409
SM000007,24.7973,46.7039,7,2021,1830599,0,0,1463914.705,79.96916336,36738.24,2.006897196,50944.83148,2.782959648,58375.14757,3.18885499,119470.6039,6.526312092,101155.4723,5.525812715
SM000007,24.7973,46.7039,8,2021,1533374,0,0,1226134.705,79.96318607,30890.9,2.014570483,60464.8174,3.943253074,65682.37076,4.283519269,100362.3437,6.545196648,49838.86342,3.250274455
SM000007,24.7973,46.7039,9,2021,1304876,0,0,1043354.514,79.95813505,34679.93,2.657718435,41243.56613,3.160726853,62044.73666,4.754837751,52004.93996,3.985431563,71548.31297,5.483150351
SM000007,24.7973,46.7039,10,2021,1044414,0,0,834966.7048,79.94595101,34412.4,3.294900298,51678.27299,4.948063986,71764.7086,6.871289412,34679.15687,3.320441594,16912.75677,1.619353702
SM000007,24.7973,46.7039,11,2021,695421,0,0,555790.5143,79.92144532,24519.94,3.52591308,38879.52487,5.59078959,61627.02191,8.861829296,14603.99893,2.10002271,1.46E-11,2.09E-15
SM000007,24.7973,46.7039,12,2021,786712,0,0,628805.1048,79.92824627,32488.54,4.129661172,58356.94066,7.417827701,51232.93965,6.512286535,15828.47493,2.011978326,2.91E-11,3.70E-15
SM000008,24.7101,46.7595,1,2021,513982,164824.1905,32.06808613,0,0,40943.79246,7.965997342,55946.40018,10.88489484,125146.6155,24.34844324,96728.14255,18.81936382,30392.85878,5.913214623
SM000008,24.7101,46.7595,2,2021,403880,150322.9558,37.21970777,0,0,29116.45668,7.209185076,70664.0907,17.49630848,84992.3231,21.04395442,46271.13455,11.45665409,22513.03921,5.574190159
SM000008,24.7101,46.7595,3,2021,736349,0,0,380581.0659,51.68487577,35633.8,4.839254212,51284.30903,6.964674228,101411.322,13.77218167,63486.01019,8.621728309,103952.4929,14.11728581
SM000008,24.7101,46.7595,4,2021,1020842,0,0,623953.4264,61.12144939,37557.06,3.679027705,59203.79054,5.799505755,70026.2976,6.859660711,67161.6,6.579039656,162939.8255,15.96131678
SM000008,24.7101,46.7595,5,2021,1107217,0,0,707882.6258,63.93350407,35690.48,3.223440392,61809.08859,5.58238255,44430.3744,4.012797347,71616,6.468108781,185788.4312,16.77976686
SM000008,24.7101,46.7595,6,2021,1277921,0,0,792174.0835,61.98928443,41404,3.239949887,56446.57029,4.417062579,60461.7984,4.731262605,91507.2,7.16063043,235927.3478,18.46181006
SM000008,24.7101,46.7595,7,2021,1407086,0,0,938923.5399,66.72822698,33016.26,2.346428008,61252.0324,4.353112205,59645.664,4.238949432,96153.6,6.833526878,218094.9037,15.4997565
SM000008,24.7101,46.7595,8,2021,1529051,0,0,913476.6885,59.74141402,39935.21,2.611764421,63884.63757,4.178057996,165557.8585,10.82749094,144369.7544,9.441788036,201826.8511,13.19948459
SM000008,24.7101,46.7595,9,2021,1167466,0,0,634836.2637,54.37728069,38321.82,3.282478462,79843.30924,6.83902651,96479.12561,8.263977333,132293.1057,11.33164526,185692.3758,15.90559175
SM000008,24.7101,46.7595,10,2021,1057844,0,0,536529.2753,50.71913016,32409.2,3.063703155,65876.86459,6.227464975,149803.7912,14.16123656,189129.2815,17.87874975,84095.58732,7.949715394
SM000008,24.7101,46.7595,11,2021,820374,0,0,387233.4211,47.20205919,37564.34,4.578928635,92784.09875,11.30997554,142117.1864,17.323463,137417.7632,16.75062389,23257.19062,2.834949745
SM000008,24.7101,46.7595,12,2021,750687,0,0,370596.4163,49.36763475,40165.3,5.350472301,69215.19799,9.220247319,131427.0941,17.50757561,114295.5454,15.22545954,24987.44618,3.328610484
SM000009,24.7085,46.6762,1,2021,3196948,1267616.243,39.65082457,0,0,74909.30129,2.343150445,76064.52485,2.379285645,209354.953,6.548587996,773302.9124,24.18878607,795700.0659,24.88936529
SM000009,24.7085,46.6762,2,2021,2222721,883570.8528,39.75176609,0,0,55723.43664,2.506991954,95450.51337,4.294309244,141303.948,6.357250776,541352.4441,24.35539341,505319.8047,22.7342885
SM000009,24.7085,46.6762,3,2021,3063901,0,0,1782316.939,58.17149247,44267.8,1.444818224,59461.94194,1.940726608,79296.8064,2.588099498,558681.6,18.23432285,539875.9121,17.62054035
SM000009,24.7085,46.6762,4,2021,4388249,0,0,2550595.112,58.12329958,44415.87,1.012154734,78194.33979,1.781902982,98738.16,2.250058281,805632,18.35884883,810673.5177,18.4737356
SM000009,24.7085,46.6762,5,2021,5484520,0,0,3014444.09,54.96276957,38377.98,0.699750935,66219.29157,1.20738536,64674.528,1.179219476,1335983.574,24.35917042,964820.5368,17.59170423
SM000009,24.7085,46.6762,6,2021,6264825,0,0,3372011.663,53.82451487,44673.03,0.713077061,80875.76318,1.290950077,69017.2992,1.101663641,1526637.576,24.36839937,1171609.668,18.70139498
SM000009,24.7085,46.6762,7,2021,6423213,0,0,3700161.78,57.60608873,36232,0.564079068,73693.53095,1.147300128,60574.10526,0.943049923,1549213.204,24.11897603,1003338.38,15.62050613
SM000009,24.7085,46.6762,8,2021,6614605,0,0,3898024.061,58.93056443,45589.48,0.689224527,89173.43227,1.348129363,191511.5704,2.895283549,1616487.565,24.43815716,773818.8909,11.69864098
SM000009,24.7085,46.6762,9,2021,6608048,0,0,3611896.958,54.65906057,31002.36,0.469160636,71889.28659,1.08790503,105140.0337,1.591090647,1606504.346,24.31132986,1181615.015,17.88145326
SM000009,24.7085,46.6762,10,2021,6432209,0,0,3681113.16,57.22937734,34642.64,0.538580758,86589.59874,1.346187581,102344.3166,1.591122375,1551301.057,24.11770291,976218.2286,15.17702905
SM000009,24.7085,46.6762,11,2021,4936007,0,0,2761004.722,55.93599689,38439,0.77874687,67807.82869,1.373738503,111088.8307,2.250580898,1197350.4,24.25746965,760316.2186,15.40346719
SM000009,24.7085,46.6762,12,2021,3866341,0,0,2044755.524,52.88606266,52321.7,1.353261391,56261.49449,1.45516121,133869.5931,3.462436271,937914.8499,24.25846168,641217.8391,16.5846168
SM000010,24.7099,46.6558,1,2021,676471.5,390582.4662,57.73819979,0,0,43498.44754,6.430196622,47045.1065,6.954484631,73045.83391,10.79806524,74737.8277,11.04818573,47561.81815,7.030867989
SM000010,24.7099,46.6558,2,2021,440651.5,264891.5617,60.11361851,0,0,24662.1065,5.596737218,62490.9198,14.18148351,49740.64792,11.2879788,11412.21251,2.589849917,27454.05163,6.230332049
SM000010,24.7099,46.6558,3,2021,716533,0,0,518779.3235,72.40131627,33706.44,4.704101556,72349.52731,10.09716612,58627.5456,8.182113818,11401.96859,1.591269151,21668.19499,3.024033086
SM000010,24.7099,46.6558,4,2021,947544,0,0,755626.6837,79.74581483,38491.06,4.062192363,64007.60318,6.755106167,27199.87224,2.870565614,17519.38847,1.848926115,44699.39242,4.717394909
SM000010,24.7099,46.6558,5,2021,884944.5,0,0,757054.4207,85.54823728,38023.54,4.296714653,49442.7145,5.587097778,31163.68728,3.521541439,9260.137526,1.046408846,0,0
SM000010,24.7099,46.6558,6,2021,842019.5,0,0,640322.3014,76.0460181,35977.49,4.272762092,61729.6813,7.331146286,30523.11729,3.624989361,28742.90016,3.413567045,44724.00986,5.311517115
SM000010,24.7099,46.6558,7,2021,1005367.5,0,0,886315.9132,88.1584011,32979.08,3.280300984,38967.61386,3.875957186,16956.50535,1.686597721,10854.21678,1.079626782,19294.17086,1.91911623
SM000010,24.7099,46.6558,8,2021,1086629,0,0,747271.096,68.76966251,29657.98,2.72935657,58053.68817,5.342549128,33670.37726,3.09860838,46948.9206,4.320602579,171026.9379,15.73922083
SM000010,24.7099,46.6558,9,2021,1310817,0,0,944793.7979,72.0767123,35657.99,2.720287424,62894.57139,4.798119904,38449.43747,2.933242205,28464,2.171470159,200557.2032,15.300168
SM000010,24.7099,46.6558,10,2021,1115368,0,0,748482.3309,67.10631208,38759.27,3.4750208,55261.05014,4.954512783,50867.31789,4.560586093,25152,2.255040489,196846.0311,17.64852776
SM000010,24.7099,46.6558,11,2021,841657.5,0,0,632822.5913,75.18766141,44360.42,5.270602353,54972.75651,6.53148775,41500.09695,4.93075829,16258.34537,1.931705637,51743.28978,6.147784554
SM000010,24.7099,46.6558,12,2021,689024,0,0,469181.5505,68.09364412,41876.59,6.077667832,55648.69755,8.076452715,61680.59282,8.951878718,19052.44067,2.765134548,41584.12848,6.035222065
SM000011,24.74626971,46.7001021,1,2021,1085256.5,412854.8566,38.04214549,0,0,38376.0328,3.536125589,73945.3047,6.813624678,155938.1787,14.3687855,252688.4009,23.28374913,151453.7262,13.9555696
SM000011,24.74626971,46.7001021,2,2021,866011,351382.3866,40.57481794,0,0,28876.39584,3.33441444,90294.16698,10.42644574,104997.3493,12.12425122,211345.415,24.40447234,79115.28632,9.135598315
SM000011,24.74626971,46.7001021,3,2021,1660008,0,0,797318.0411,48.03097582,38971.02,2.347640493,82738.05074,4.984195904,128698.5244,7.752885791,346279.7956,20.86012812,266002.5682,16.02417387
SM000011,24.74626971,46.7001021,4,2021,2128442.5,0,0,1204829.625,56.60616274,40580.01,1.906558904,66861.95931,3.141356147,88373.7792,4.152039776,406214.4,19.08505398,321582.7261,15.10882846
SM000011,24.74626971,46.7001021,5,2021,2448401,0,0,1409453.781,57.56629659,36822.6,1.503944819,70212.62757,2.867693142,98118.624,4.007457275,453139.2,18.50755656,380654.1671,15.54705161
SM000011,24.74626971,46.7001021,6,2021,3298115,0,0,1929881.664,58.51468685,32276.31,0.978629005,63484.45982,1.924871019,80640.5856,2.445050752,779385.6,23.63124391,412446.3805,12.50551847
SM000011,24.74626971,46.7001021,7,2021,2358246,0,0,1583245.816,67.13658439,38377.34,1.627367968,57933.35444,2.456628971,51891.05684,2.200408984,225523.2,9.563175343,401275.2328,17.01583435
SM000011,24.74626971,46.7001021,8,2021,1671804,0,0,1097645.724,65.65636427,31700.47,1.896183404,41294.42893,2.470052047,77793.14614,4.653245604,167626.4395,10.02668013,255743.7914,15.29747455
SM000011,24.74626971,46.7001021,9,2021,3598356.5,0,0,2169208.736,60.28331922,38035.5,1.057024228,74436.25263,2.068618066,94551.02147,2.627616843,878131.2,24.40367429,343993.79,9.559747346
SM000011,24.74626971,46.7001021,10,2021,3581875,0,0,2132235.402,59.52847049,36990.64,1.032717222,63940.71274,1.785118485,109311.2589,3.051788768,610598.4,17.04689304,628798.5862,17.555012
SM000011,24.74626971,46.7001021,11,2021,2595971.5,0,0,1587304.05,61.14489508,38866.5,1.497185158,82182.61626,3.165774981,111054.1523,4.277941892,351705.6,13.54813025,424858.5815,16.36607264
SM000011,24.74626971,46.7001021,12,2021,1811263.5,0,0,1013649.71,55.96368003,51467.2,2.841508152,41320.69385,2.281318751,132946.8315,7.340005003,260513.5296,14.38297242,311365.5354,17.19051565
SM000012,24.71498182,46.69328244,1,2021,1660510.5,647362.742,38.98576624,0,0,62344.52191,3.754539457,100875.8031,6.074987367,215314.4377,12.96676159,274796.7644,16.54893266,359816.2309,21.66901269
SM000012,24.71498182,46.69328244,2,2021,1314996,508033.5152,38.63384491,0,0,52633.16541,4.002534259,89174.43697,6.781346633,127777.3817,9.716940715,244531.1666,18.59558254,292846.3341,22.26975094
SM000012,24.71498182,46.69328244,3,2021,1986090,0,0,1252917.223,63.08461466,51656.13,2.60089573,81002.45806,4.078488792,71648.0448,3.607492349,216460.8,10.89884144,312405.3439,15.72966703
SM000012,24.71498182,46.69328244,4,2021,2170067.5,0,0,1281034.352,59.03200487,44894.75,2.068818136,69811.70462,3.217029176,70582.4736,3.252547379,298953.6,13.77623507,404790.6196,18.65336537
SM000012,24.71498182,46.69328244,5,2021,2343590.5,0,0,1361988.893,58.11548104,29726,1.268395652,70618.83429,3.013275326,77735.0496,3.316921177,394137.6,16.8176821,409384.1234,17.46824471
SM000012,24.71498182,46.69328244,6,2021,916026,0,0,422128.7242,46.08261383,21397.71,2.335928238,56304.1746,6.146569486,57319.07082,6.257362871,204701.1956,22.3466578,154175.1248,16.83086777
SM000012,24.71498182,46.69328244,7,2021,1118848,0,0,777442.4664,69.48597722,35452.31,3.168643998,37461.22227,3.348195847,32590.33011,2.912846973,40761.6,3.643175838,195140.0712,17.44116012
SM000012,24.71498182,46.69328244,8,2021,1222309.5,0,0,826129.3604,67.58757585,31939.36,2.613033769,56909.66147,4.655912555,54707.59326,4.475756203,21158.4,1.731018208,231465.1248,18.93670342
SM000012,24.71498182,46.69328244,9,2021,993077.5,0,0,669376.5807,67.40426409,35139.88,3.53848315,45465.09411,4.578202014,58435.17474,5.884251203,24537.6,2.47086456,160123.1705,16.12393499
SM000012,24.71498182,46.69328244,10,2021,547814.5,0,0,330467.9713,60.32479448,25201.36,4.600345555,37023.34125,6.758371904,46002.37137,8.397435878,20640,3.767698737,88479.4561,16.15135344
SM000012,24.71498182,46.69328244,11,2021,397440,0,0,197757.1648,49.75774074,24014.02,6.042174919,32807.34729,8.254666688,56245.07729,14.15184111,16358.4,4.115942029,70257.99064,17.67763452
SM000012,24.71498182,46.69328244,12,2021,393.5,0,0,0,0,0,0,0,0,0,0,393.5,100,0,0
SM000013,24.74488868,46.72488432,1,2021,1027354.5,445958.1233,43.40839733,0,0,60462.12652,5.885225258,35556.92105,3.461017696,139989.8977,13.6262505,220735.8657,21.48585184,124651.5656,12.13325737
SM000013,24.74488868,46.72488432,2,2021,709881.5,315955.7374,44.50823657,0,0,41697.18784,5.873823707,37729.6765,5.314926013,78289.8984,11.02858694,170181.4365,23.97321758,66027.56336,9.301209196
SM000013,24.74488868,46.72488432,3,2021,1106422.5,0,0,629096.8671,56.85864732,45511.49,4.113391584,35262.60032,3.187082721,76916.31885,6.95180357,152057.237,13.74314396,167577.9867,15.14593085
SM000013,24.74488868,46.72488432,4,2021,1331560.5,0,0,796514.6748,59.8181363,48047.67,3.608373033,36743.28322,2.759415229,57610.9056,4.326570636,161011.2,12.09191772,231632.7664,17.39558709
SM000013,24.74488868,46.72488432,5,2021,1796147,0,0,1100060.119,61.24555056,43979.83,2.448565179,41428.97482,2.306547004,92224.6656,5.134583394,228326.4,12.71201077,290127.0106,16.1527431
SM000013,24.74488868,46.72488432,6,2021,1918011.5,0,0,1269327.628,66.17935443,47397.68,2.47118852,38361.47534,2.000064929,48320.7168,2.519313195,192739.2,10.04890742,321864.7993,16.7811715
SM000013,24.74488868,46.72488432,7,2021,2183159.5,0,0,1281619.389,58.70479865,49605.94,2.272208696,77703.10717,3.559204317,90186.53053,4.131009692,278275.2,12.74644386,405769.3336,18.58633479
SM000013,24.74488868,46.72488432,8,2021,2551161.5,0,0,1536072.311,60.21070448,47079.67,1.845420997,74372.07789,2.915224218,59180.55158,2.319749321,381523.2,14.95488232,452933.6892,17.75401868
